sgf,sample_source,side,player,fox_rank,actual_rank_text,actual_rank_value,actual_group,model_rank_value,model_group,metric_rank_reassigned,metric_reassignment_method,metric_adjusted_rank_value,metric_adjusted_group,metric_nearest_rank_value,metric_nearest_group,metric_cluster_id,metric_cluster_k,metric_cluster_collection_class,metric_cluster_rank_median,metric_cluster_group,metric_cluster_distance,metric_cluster_second_distance,metric_cluster_margin,metric_cluster_radius_p90,metric_cluster_distance_ratio,metric_cluster_reassigned,twelve_d_style_rule_hit,twelve_d_style_rule_reassigned,metric_original_rank_distance,metric_nearest_rank_distance,metric_reassignment_margin,metric_reassignment_reason,strength,estimated_rank_value,estimated_group,numeric_error,samples,max_visits,quality_score,first_choice_rate,top3_rate,top5_rate,outside_top5_rate,average_ai_rank,excellent_rate,great_rate,good_move_rate,inaccuracy_rate,match_rate,mistake_rate,average_difficulty,weighted_point_loss,average_score_loss,average_score_equivalent_loss,median_score_loss,p75_score_equivalent_loss,p90_score_equivalent_loss,p95_score_equivalent_loss,max_score_equivalent_loss,loss_stddev,average_winrate_loss,bad_move_rate,blunder_rate,opening_samples,middlegame_samples,endgame_samples,opening_weighted_loss,middlegame_weighted_loss,endgame_weighted_loss,opening_good_move_rate,middlegame_good_move_rate,endgame_good_move_rate,robust_metric_distance,statistical_outlier,nearest_metric_group,actual_metric_distance,nearest_metric_distance,rank_mismatch_candidate,residual_core_four_outlier,residual_core_four_metric,residual_core_four_direction,residual_core_four_robust_z,residual_core_four_abs_robust_z,residual_core_four_value,residual_core_four_class_median
2026-06-08_234423_野狐高段1D_vs_光头老李zf_1780933463030024504.sgf,fox_dan,B,野狐高段1D,1段,1段,1,low_dan,1,low_dan,False,,1,low_dan,1,low_dan,0,12,1d-fox,1.0,low_dan,7.08,7.312,0.232,7.439,0.952,False,False,False,1.988,1.988,0.0,,11-15k,-13.0,kyu_level,-14.0,50,48,8.797,0.04,0.2,0.24,0.76,8.0,0.12,0.04,0.26,0.32,0.193,0.42,31.3,4.795,3.693,3.693,3.356,5.44,7.491,8.55,11.131,2.835,1.193,0.74,0.04,30,20,0,4.265,5.39,4.795,0.3333,0.15,0.26,2.151,False,low_dan,2.11,2.11,False,False,,,,,,
2026-06-08_234423_野狐高段1D_vs_光头老李zf_1780933463030024504.sgf,fox_dan,W,光头老李zf,4段,4段,4,mid_dan,4,mid_dan,False,,4,mid_dan,1,low_dan,0,12,1d-fox,1.0,low_dan,3.761,3.93,0.169,7.439,0.506,False,False,False,1.101,0.893,0.207,,3-5k,-4.0,kyu_level,-8.0,50,48,44.126,0.28,0.48,0.48,0.52,5.86,0.32,0.06,0.42,0.38,0.395,0.2,38.4,3.056,2.05,2.05,1.709,3.151,5.183,5.552,7.889,2.075,0.47,0.58,0.0,30,20,0,2.257,3.812,3.056,0.4667,0.35,0.42,1.391,False,low_dan,1.197,0.961,False,False,,,,,,
2026-06-08_234535_flyfly147_vs_野狐高段6D_1780933535030023322.sgf,fox_dan,B,flyfly147,3段,3段,3,low_dan,3,low_dan,False,,3,low_dan,1,low_dan,0,12,1d-fox,1.0,low_dan,9.341,9.452,0.111,7.439,1.256,False,False,False,3.41,3.081,0.329,,6-10k,-8.0,kyu_level,-11.0,74,48,35.269,0.1757,0.2568,0.3378,0.6622,7.081,0.2027,0.027,0.3243,0.1757,0.275,0.5,62.2,6.967,5.152,5.152,3.922,8.958,13.179,15.001,19.167,5.138,0.718,0.6757,0.2027,30,44,0,2.879,8.205,6.967,0.7,0.0682,0.3243,2.236,False,low_dan,3.172,3.172,False,False,,,,,,
2026-06-08_234535_flyfly147_vs_野狐高段6D_1780933535030023322.sgf,fox_dan,W,野狐高段6D,6段,6段,6,mid_dan,6,mid_dan,False,,6,mid_dan,2,low_dan,1,12,2d-fox,2.0,low_dan,6.651,6.701,0.049,7.966,0.835,False,False,False,2.418,1.904,0.514,,3-5k,-4.0,kyu_level,-10.0,74,48,45.699,0.3919,0.6216,0.6757,0.3243,4.284,0.4054,0.0541,0.5135,0.0946,0.4682,0.3919,50.1,7.013,4.167,4.167,1.085,7.65,11.93,13.884,22.049,5.236,0.252,0.4865,0.1757,30,44,0,1.862,8.059,7.013,0.8667,0.2727,0.5135,2.258,False,low_dan,2.301,1.931,False,False,,,,,,
2026-06-08_234539_野狐高段3D_vs_葡葡萄_1780933539030024551.sgf,fox_dan,B,野狐高段3D,3段,3段,3,low_dan,3,low_dan,False,,3,low_dan,5,mid_dan,4,12,5d-fox,5.0,mid_dan,3.17,3.213,0.043,5.608,0.565,False,False,False,0.695,0.659,0.036,,1-2d,1.5,low_dan,-1.5,90,48,64.379,0.2,0.3778,0.5,0.5,5.667,0.3556,0.1111,0.6222,0.2889,0.4611,0.0889,36.2,2.273,1.309,1.309,0.726,1.764,3.29,5.285,7.294,1.7,7.551,0.3778,0.0,30,50,10,1.893,2.556,0.59,0.8,0.5,0.7,0.783,False,mid_dan,0.85,0.662,False,False,,,,,,
2026-06-08_234539_野狐高段3D_vs_葡葡萄_1780933539030024551.sgf,fox_dan,W,葡葡萄,5段,5段,5,mid_dan,5,mid_dan,False,,5,mid_dan,5,mid_dan,4,12,5d-fox,5.0,mid_dan,2.661,2.807,0.146,5.608,0.474,False,False,False,0.577,0.577,0.0,,1-2d,1.5,low_dan,-3.5,90,48,64.81,0.3889,0.5889,0.6667,0.3333,4.489,0.4667,0.1,0.6556,0.2778,0.5633,0.0667,27.9,2.276,1.174,1.174,0.365,2.074,3.575,4.442,6.881,1.596,7.101,0.3444,0.0,30,50,10,2.599,2.278,0.821,0.6,0.64,0.9,0.826,False,mid_dan,0.611,0.611,False,False,,,,,,
2026-06-08_234541_a531769802_vs_野狐高段3D_1780933541030011960.sgf,fox_dan,B,a531769802,3段,3段,3,low_dan,3,low_dan,False,,3,low_dan,7,high_dan,4,12,5d-fox,5.0,mid_dan,1.914,1.946,0.032,5.608,0.341,False,False,False,0.66,0.388,0.272,,1-2d,1.5,low_dan,-1.5,90,48,62.174,0.3333,0.5556,0.6222,0.3778,4.8,0.4333,0.0889,0.6889,0.1889,0.5478,0.1222,18.9,2.598,1.183,1.183,0.334,1.578,4.361,5.164,6.779,1.727,8.856,0.3111,0.0,30,50,10,1.623,3.145,1.695,0.8667,0.58,0.7,0.905,False,mid_dan,0.896,0.437,False,False,,,,,,
2026-06-08_234541_a531769802_vs_野狐高段3D_1780933541030011960.sgf,fox_dan,W,野狐高段3D,3段,3段,3,low_dan,3,low_dan,False,,3,low_dan,5,mid_dan,4,12,5d-fox,5.0,mid_dan,2.551,2.718,0.168,5.608,0.455,False,False,False,0.634,0.516,0.118,,1-2d,1.5,low_dan,-1.5,90,48,68.104,0.3222,0.4778,0.5444,0.4556,5.378,0.4,0.1111,0.6111,0.3,0.5111,0.0889,39.4,2.414,1.366,1.366,0.517,1.706,3.487,6.378,9.27,2.005,11.116,0.3889,0.0,30,50,10,2.476,2.529,1.028,0.8667,0.46,0.6,0.734,False,mid_dan,0.831,0.527,False,False,,,,,,
2026-06-08_234617_野狐高段2D_vs_V532937383_1780933577030024578.sgf,fox_dan,B,野狐高段2D,2段,2段,2,low_dan,2,low_dan,False,,2,low_dan,2,low_dan,1,12,2d-fox,2.0,low_dan,3.913,4.016,0.102,7.966,0.491,False,False,False,0.843,0.843,0.0,,1-2d,1.5,low_dan,-0.5,90,48,68.067,0.3444,0.5444,0.6556,0.3444,4.567,0.4333,0.0667,0.5667,0.2556,0.4922,0.1778,53.0,4.992,3.081,3.081,0.635,2.57,6.583,18.925,36.913,6.691,6.586,0.4333,0.0778,30,50,10,1.447,5.595,5.656,0.7667,0.46,0.5,0.843,False,low_dan,0.866,0.866,False,False,,,,,,
2026-06-08_234617_野狐高段2D_vs_V532937383_1780933577030024578.sgf,fox_dan,W,V532937383,3段,3段,3,low_dan,3,low_dan,False,,3,low_dan,2,low_dan,1,12,2d-fox,2.0,low_dan,5.229,5.362,0.133,7.966,0.656,False,False,False,1.214,1.107,0.107,,1-2d,1.5,low_dan,-1.5,90,48,70.255,0.3222,0.6,0.6667,0.3333,4.444,0.4111,0.1,0.6333,0.1111,0.5044,0.2556,55.5,4.907,3.198,3.198,0.457,3.955,8.921,13.984,53.606,6.97,7.653,0.3667,0.0889,30,50,10,1.609,6.236,3.504,0.8333,0.52,0.6,1.101,False,low_dan,1.127,1.127,False,False,,,,,,
2026-06-08_234716_zjx2006_vs_野狐高段2D_1780933636030023374.sgf,fox_dan,B,zjx2006,2段,2段,2,low_dan,2,low_dan,False,,2,low_dan,1,low_dan,0,12,1d-fox,1.0,low_dan,3.361,3.515,0.155,7.439,0.452,False,False,False,0.898,0.834,0.063,,3-5k,-4.0,kyu_level,-6.0,90,48,47.882,0.1778,0.3889,0.4333,0.5667,6.367,0.2556,0.1,0.4333,0.3444,0.3528,0.2222,44.7,4.115,2.864,2.864,1.885,3.328,5.948,10.362,28.747,4.404,5.49,0.5667,0.0556,30,50,10,1.498,4.338,6.876,0.7333,0.3,0.2,0.882,False,low_dan,0.936,0.936,False,False,,,,,,
2026-06-08_234716_zjx2006_vs_野狐高段2D_1780933636030023374.sgf,fox_dan,W,野狐高段2D,2段,2段,2,low_dan,2,low_dan,False,,2,low_dan,2,low_dan,1,12,2d-fox,2.0,low_dan,6.049,6.054,0.005,7.966,0.759,False,False,False,1.27,1.27,0.0,,3-5k,-4.0,kyu_level,-6.0,90,48,46.04,0.3333,0.5222,0.5778,0.4222,5.144,0.3889,0.0444,0.5444,0.2333,0.4728,0.2222,33.2,5.585,3.14,3.14,0.887,3.349,10.223,11.298,40.184,5.82,6.262,0.4556,0.1111,30,50,10,2.078,4.422,12.47,0.8333,0.46,0.1,1.011,False,low_dan,1.295,1.295,False,False,,,,,,
2026-06-08_234809_御面狼君_vs_野狐高段9D_1780933689030023390.sgf,fox_dan,B,御面狼君,6段,6段,6,mid_dan,1,low_dan,True,exact_rank_profile,1,low_dan,1,low_dan,0,12,1d-fox,1.0,low_dan,6.637,6.703,0.065,7.439,0.892,False,False,False,2.288,1.513,0.775,指标画像离原标签 6d/mid_dan 距离 2.29，更接近 1d/low_dan 距离 1.51,1-2k,-1.5,kyu_level,-7.5,90,48,56.107,0.2556,0.4333,0.5,0.5,5.9,0.3333,0.0889,0.4778,0.1778,0.3956,0.3444,61.9,5.802,4.198,4.198,1.964,6.312,10.922,16.88,38.528,6.333,0.532,0.5222,0.1111,30,50,10,2.88,5.582,10.576,0.6333,0.44,0.2,2.262,False,low_dan,2.097,1.6,False,False,,,,,,
2026-06-08_234809_御面狼君_vs_野狐高段9D_1780933689030023390.sgf,fox_dan,W,野狐高段9D,9段,9段,9,high_dan,2,low_dan,True,exact_rank_profile,2,low_dan,2,low_dan,1,12,2d-fox,2.0,low_dan,6.111,6.213,0.102,7.966,0.767,False,False,False,2.261,1.318,0.943,指标画像离原标签 9d/high_dan 距离 2.26，更接近 2d/low_dan 距离 1.32,1-2d,1.5,low_dan,-7.5,90,48,63.703,0.4444,0.6,0.6667,0.3333,4.311,0.4667,0.0333,0.6,0.1111,0.5411,0.2889,56.4,5.587,3.5,3.5,0.595,5.335,11.764,14.529,26.988,5.653,0.176,0.4,0.1222,30,50,10,0.989,6.26,8.058,0.9,0.46,0.4,22691.971,True,low_dan,2.113,1.339,True,False,,,,,,
2026-06-08_234841_野狐高段6D_vs_泡泡精灵_1780933721030001601.sgf,fox_dan,B,野狐高段6D,6段,6段,6,mid_dan,6,mid_dan,False,,6,mid_dan,7,high_dan,6,12,7d-fox,7.0,high_dan,1.937,2.226,0.288,2.791,0.694,False,False,False,0.464,0.341,0.123,,3-4d,3.5,low_dan,-2.5,90,48,74.529,0.5222,0.7556,0.8222,0.1778,3.067,0.5556,0.0778,0.7222,0.2222,0.6544,0.0556,35.8,2.063,1.041,1.041,0.0,1.363,3.04,4.044,13.093,1.95,2.037,0.2778,0.0111,30,50,10,1.432,2.202,2.225,0.8,0.72,0.5,1.0,False,high_dan,0.642,0.339,False,False,,,,,,
2026-06-08_234841_野狐高段6D_vs_泡泡精灵_1780933721030001601.sgf,fox_dan,W,泡泡精灵,6段,6段,6,mid_dan,6,mid_dan,False,,6,mid_dan,5,mid_dan,4,12,5d-fox,5.0,mid_dan,2.852,3.145,0.293,5.608,0.509,False,False,False,0.752,0.642,0.11,,1-2d,1.5,low_dan,-4.5,90,48,65.729,0.3556,0.6333,0.7111,0.2889,4.089,0.4,0.0778,0.5333,0.3778,0.4911,0.0889,47.1,1.903,1.321,1.321,0.796,2.249,3.535,4.693,6.502,1.57,3.354,0.4667,0.0,30,50,10,1.254,2.073,1.908,0.6667,0.5,0.3,0.837,False,mid_dan,0.66,0.66,False,False,,,,,,
2026-06-08_235003_野狐高段5D_vs_申赞扬_1780933803030023446.sgf,fox_dan,B,野狐高段5D,5段,5段,5,mid_dan,5,mid_dan,False,,5,mid_dan,5,mid_dan,4,12,5d-fox,5.0,mid_dan,2.575,2.839,0.264,5.608,0.459,False,False,False,0.579,0.579,0.0,,3-4d,3.5,low_dan,-1.5,90,48,77.045,0.3556,0.6556,0.7556,0.2444,3.744,0.4222,0.0444,0.5889,0.3667,0.5206,0.0444,53.5,2.021,1.357,1.357,0.836,1.823,3.084,3.977,10.838,2.027,4.572,0.4111,0.0222,30,50,10,1.923,1.921,2.571,0.8,0.52,0.3,0.863,False,mid_dan,0.594,0.594,False,False,,,,,,
2026-06-08_235006_meitai8502_vs_野狐高段3D_1780933806030023447.sgf,fox_dan,B,meitai8502,3段,3段,3,low_dan,3,low_dan,False,,3,low_dan,8,high_dan,6,12,7d-fox,7.0,high_dan,2.435,3.043,0.608,2.791,0.872,False,False,False,0.976,0.519,0.457,,3-4d,3.5,low_dan,0.5,90,48,71.305,0.3667,0.4778,0.5667,0.4333,5.167,0.5,0.0778,0.7667,0.2111,0.6078,0.0222,25.6,1.385,0.75,0.75,0.21,1.161,1.996,2.796,6.854,1.115,7.434,0.2333,0.0,30,50,10,0.731,1.693,0.375,0.8667,0.66,1.0,1.25,False,high_dan,1.201,0.514,False,False,,,,,,
2026-06-08_235006_meitai8502_vs_野狐高段3D_1780933806030023447.sgf,fox_dan,W,野狐高段3D,3段,3段,3,low_dan,3,low_dan,False,,3,low_dan,8,high_dan,6,12,7d-fox,7.0,high_dan,1.573,1.792,0.219,2.791,0.564,False,False,False,1.044,0.332,0.712,,5-6d,5.5,mid_dan,2.5,90,48,77.755,0.4333,0.6222,0.6778,0.3222,4.244,0.5444,0.1222,0.8222,0.1444,0.6617,0.0333,21.1,1.565,0.727,0.727,0.126,1.012,2.201,3.477,5.661,1.204,6.915,0.1778,0.0,30,50,10,1.684,1.645,0.524,0.8333,0.8,0.9,1.494,False,professional,1.278,0.345,False,False,,,,,,
2026-06-08_235007_野狐高段9D_vs_灰色轨迹驹_1780933807030023449.sgf,fox_dan,B,野狐高段9D,9段,9段,9,high_dan,9,high_dan,False,,9,high_dan,11,top_professional,8,12,9d-fox,9.0,high_dan,1.834,2.13,0.296,3.708,0.495,False,False,False,0.379,0.368,0.011,,9d,9.0,high_dan,0.0,54,48,92.456,0.5741,0.9074,0.963,0.037,1.889,0.7037,0.0556,0.8519,0.0926,0.7361,0.0556,56.7,1.25,0.769,0.769,0.0,0.588,2.831,4.188,9.625,1.825,2.022,0.1481,0.0,30,24,0,0.211,1.864,1.25,0.9667,0.7083,0.8519,1.039,False,top_professional,0.534,0.368,False,False,,,,,,
2026-06-08_235007_野狐高段9D_vs_灰色轨迹驹_1780933807030023449.sgf,fox_dan,W,灰色轨迹驹,9段,9段,9,high_dan,12.0,ai,True,twelve_d_style_rule,12.0,ai,12,ai,11,12,12d-katago-rating,12.0,ai,1.474,2.627,1.152,1.847,0.798,False,True,True,0.738,0.25,0.488,满足申真谞40% 12d表现线：吻合度>=0.7887、Top5>=0.9115、平均AI排名<=2.1842、折算平均目损<=0.4154、P90目损<=1.1192、失误率<=0.0190,11d-top-professional,11.0,top_professional,2.0,54,48,91.931,0.7778,0.9444,0.9815,0.0185,1.5,0.8519,0.037,0.963,0.037,0.8833,0.0,53.6,0.233,0.164,0.164,0.0,0.0,0.645,1.104,2.035,0.444,0.945,0.037,0.0,30,24,0,0.204,0.25,0.233,1.0,0.9167,0.963,1.623,False,ai,0.97,0.25,False,False,,,,,,
2026-06-08_235008_无心对弈_vs_野狐高段6D_1780933808030023451.sgf,fox_dan,W,野狐高段6D,6段,6段,6,mid_dan,6,mid_dan,False,,6,mid_dan,6,mid_dan,5,12,6d-fox,6.0,mid_dan,2.131,2.503,0.373,6.078,0.351,False,False,False,0.441,0.441,0.0,,1-2d,1.5,low_dan,-4.5,77,48,67.653,0.4935,0.7403,0.8052,0.1948,3.325,0.5714,0.0649,0.7013,0.1688,0.6247,0.1299,38.1,2.819,1.534,1.534,0.0,1.427,5.989,8.082,14.16,3.053,3.514,0.2987,0.039,30,47,0,0.795,3.831,2.819,0.8,0.6383,0.7013,0.829,False,mid_dan,0.564,0.564,False,False,,,,,,
2026-06-08_235136_sgtw13df_vs_V231371594_1780933896030062479.sgf,fox_dan,B,sgtw13df,2段,2段,2,low_dan,2,low_dan,False,,2,low_dan,3,low_dan,2,12,3d-fox,3.0,low_dan,3.272,3.339,0.067,7.433,0.44,False,False,False,0.78,0.7,0.08,,3-5k,-4.0,kyu_level,-6.0,90,48,48.927,0.2444,0.4111,0.5111,0.4889,5.767,0.3333,0.0889,0.5222,0.3333,0.4306,0.1444,30.5,2.891,1.711,1.711,0.869,2.754,5.056,6.175,8.388,2.016,1.924,0.4778,0.0,30,50,10,3.702,2.834,1.874,0.5667,0.52,0.4,0.731,False,low_dan,0.76,0.76,False,False,,,,,,
2026-06-08_235136_sgtw13df_vs_V231371594_1780933896030062479.sgf,fox_dan,W,V231371594,2段,2段,2,low_dan,2,low_dan,False,,2,low_dan,1,low_dan,0,12,1d-fox,1.0,low_dan,2.853,3.051,0.197,7.439,0.384,False,False,False,0.692,0.628,0.064,,3-5k,-4.0,kyu_level,-6.0,90,48,40.798,0.2444,0.3778,0.4222,0.5778,6.344,0.3111,0.0889,0.4667,0.3556,0.4022,0.1778,30.6,3.12,2.002,2.002,1.276,2.713,5.326,7.37,10.597,2.513,2.683,0.5333,0.0333,30,50,10,3.784,2.762,3.143,0.4667,0.5,0.3,0.932,False,low_dan,0.695,0.695,False,False,,,,,,
2026-06-08_235620_无心对弈_vs_野狐高段6D_1780934180030024906.sgf,fox_dan,W,野狐高段6D,6段,6段,6,mid_dan,6,mid_dan,False,,6,mid_dan,2,low_dan,0,12,1d-fox,1.0,low_dan,3.629,3.648,0.019,7.439,0.488,False,False,False,1.064,0.775,0.289,,1-2d,1.5,low_dan,-4.5,87,48,68.628,0.3333,0.5977,0.7701,0.2299,3.805,0.4138,0.0805,0.5517,0.2184,0.4753,0.2299,57.9,3.655,2.491,2.491,0.608,2.86,6.527,8.003,24.973,4.513,3.702,0.4483,0.046,30,50,7,4.655,2.353,7.594,0.6,0.58,0.1429,1.268,False,low_dan,0.912,0.772,False,False,,,,,,
2026-06-08_235627_野狐高段5D_vs_jimhauka_1780934187030023640.sgf,fox_dan,B,野狐高段5D,5段,5段,5,mid_dan,5,mid_dan,False,,5,mid_dan,5,mid_dan,4,12,5d-fox,5.0,mid_dan,1.294,1.461,0.167,5.608,0.231,False,False,False,0.256,0.256,0.0,,1-2d,1.5,low_dan,-3.5,75,48,67.583,0.4,0.6267,0.7467,0.2533,3.827,0.48,0.0667,0.6267,0.2533,0.55,0.12,39.4,2.986,1.66,1.66,0.359,1.926,4.402,5.331,23.625,3.275,2.742,0.3733,0.0267,30,45,0,1.658,3.338,2.986,0.8333,0.4889,0.6267,0.39,False,mid_dan,0.253,0.253,False,False,,,,,,
2026-06-08_235627_野狐高段5D_vs_jimhauka_1780934187030023640.sgf,fox_dan,W,jimhauka,5段,5段,5,mid_dan,5,mid_dan,False,,5,mid_dan,6,mid_dan,5,12,6d-fox,6.0,mid_dan,1.747,2.034,0.287,6.078,0.287,False,False,False,0.419,0.368,0.051,,3-4d,3.5,low_dan,-1.5,75,48,74.31,0.4533,0.6533,0.7333,0.2667,3.8,0.5467,0.1067,0.6667,0.16,0.5867,0.1733,48.7,2.942,1.747,1.747,0.107,2.558,5.081,6.728,20.51,3.327,3.711,0.3333,0.04,30,45,0,1.705,3.305,2.942,0.8,0.5778,0.6667,0.562,False,mid_dan,0.42,0.42,False,False,,,,,,
2026-06-08_235628_野狐高段2D_vs_zjx2006_1780934188030023641.sgf,fox_dan,B,野狐高段2D,2段,2段,2,low_dan,2,low_dan,False,,2,low_dan,1,low_dan,0,12,1d-fox,1.0,low_dan,4.663,4.753,0.09,7.439,0.627,False,False,False,1.033,0.998,0.035,,6-10k,-8.0,kyu_level,-10.0,79,48,38.067,0.2532,0.443,0.481,0.519,5.937,0.3418,0.0633,0.4937,0.2911,0.4146,0.2152,26.5,4.583,2.73,2.73,1.227,3.352,6.162,7.46,57.421,6.642,9.228,0.5063,0.0127,30,49,0,4.089,4.825,4.583,0.4333,0.5306,0.4937,1.113,False,low_dan,1.064,1.064,False,False,,,,,,
2026-06-08_235628_野狐高段2D_vs_zjx2006_1780934188030023641.sgf,fox_dan,W,zjx2006,2段,2段,2,low_dan,2,low_dan,False,,2,low_dan,1,low_dan,0,12,1d-fox,1.0,low_dan,3.355,3.532,0.177,7.439,0.451,False,False,False,0.818,0.753,0.064,,6-10k,-8.0,kyu_level,-10.0,79,48,39.991,0.2658,0.3797,0.4304,0.5696,6.304,0.3544,0.0253,0.4937,0.3165,0.4228,0.1899,27.4,3.464,2.109,2.109,1.47,2.988,5.829,7.641,12.335,2.583,8.686,0.5063,0.0127,30,49,0,4.048,3.141,3.464,0.4333,0.5306,0.4937,0.957,False,low_dan,0.829,0.829,False,False,,,,,,
2026-06-08_235840_V221602385_vs_野狐高段3D_1780934320030024976.sgf,fox_dan,B,V221602385,1段,1段,1,low_dan,1,low_dan,False,,1,low_dan,6,mid_dan,4,12,5d-fox,5.0,mid_dan,2.399,2.45,0.051,5.608,0.428,False,False,False,1.041,0.497,0.543,,3-4d,3.5,low_dan,2.5,82,48,73.908,0.4756,0.622,0.7317,0.2683,4.024,0.5,0.0732,0.6585,0.2195,0.5982,0.122,43.1,2.712,1.494,1.494,0.163,2.394,4.438,5.552,13.143,2.468,1.278,0.3415,0.0122,30,50,2,0.767,3.111,3.56,0.8333,0.58,0.0,1.036,False,mid_dan,0.933,0.528,False,False,,,,,,
2026-06-08_235840_V221602385_vs_野狐高段3D_1780934320030024976.sgf,fox_dan,W,野狐高段3D,3段,3段,3,low_dan,3,low_dan,False,,3,low_dan,1,low_dan,0,12,1d-fox,1.0,low_dan,3.123,3.258,0.135,7.439,0.42,False,False,False,0.754,0.665,0.089,,1-2k,-1.5,kyu_level,-4.5,81,48,61.078,0.1975,0.3457,0.4938,0.5062,6.0,0.2716,0.0617,0.4815,0.3951,0.3932,0.1235,47.7,2.793,1.926,1.926,1.251,2.144,4.683,6.683,14.87,2.645,2.261,0.5185,0.0247,30,50,1,1.95,3.044,2.952,0.5667,0.44,0.0,0.833,False,low_dan,0.702,0.702,False,False,,,,,,
2026-06-08_235927_野狐高段5D_vs_aawwaa_1780934367030023729.sgf,fox_dan,B,野狐高段5D,5段,5段,5,mid_dan,5,mid_dan,False,,5,mid_dan,7,high_dan,6,12,7d-fox,7.0,high_dan,2.237,2.355,0.118,2.791,0.801,False,False,False,0.584,0.312,0.272,,5-6d,5.5,mid_dan,0.5,78,48,76.36,0.4231,0.7564,0.8333,0.1667,3.128,0.5513,0.0385,0.7179,0.2179,0.6071,0.0641,40.4,2.167,1.119,1.119,0.0,1.528,3.113,4.273,10.501,1.949,2.503,0.2821,0.0128,30,48,0,1.266,2.346,2.167,0.9333,0.5833,0.7179,0.952,False,high_dan,0.636,0.335,False,False,,,,,,
2026-06-09_000013_把海装进心_vs_野狐高段4D_1780934413030024028.sgf,fox_dan,B,把海装进心,4段,4段,4,mid_dan,4,mid_dan,False,,4,mid_dan,3,low_dan,2,12,3d-fox,3.0,low_dan,1.731,1.804,0.073,7.433,0.233,False,False,False,0.395,0.374,0.021,,1-2d,1.5,low_dan,-2.5,90,48,60.365,0.3333,0.4667,0.5444,0.4556,5.389,0.4,0.0778,0.6,0.2444,0.5044,0.1556,38.1,2.872,1.751,1.751,0.672,2.342,4.766,7.349,10.493,2.5,7.148,0.4,0.0222,30,50,10,3.569,2.647,2.862,0.8,0.5,0.5,0.665,False,mid_dan,0.451,0.451,False,False,,,,,,
2026-06-09_000013_把海装进心_vs_野狐高段4D_1780934413030024028.sgf,fox_dan,W,野狐高段4D,4段,4段,4,mid_dan,4,mid_dan,False,,4,mid_dan,5,mid_dan,4,12,5d-fox,5.0,mid_dan,1.697,1.761,0.065,5.608,0.303,False,False,False,0.406,0.354,0.052,,1-2k,-1.5,kyu_level,-5.5,90,48,59.722,0.3333,0.5444,0.6444,0.3556,4.8,0.4556,0.0778,0.5778,0.3444,0.5022,0.0778,32.2,2.574,1.568,1.568,0.308,2.604,3.904,5.047,13.099,2.332,6.968,0.4222,0.0222,30,50,10,2.597,2.683,1.812,0.7333,0.48,0.6,0.575,False,mid_dan,0.372,0.372,False,False,,,,,,
2026-06-09_000031_夏阳2021_vs_野狐高段4D_1780934431030023760.sgf,fox_dan,B,夏阳2021,1段,1段,1,low_dan,1,low_dan,False,,1,low_dan,1,low_dan,1,12,2d-fox,2.0,low_dan,9.514,9.531,0.016,7.966,1.194,False,False,False,2.298,2.298,0.0,,3-5k,-4.0,kyu_level,-5.0,68,48,48.738,0.2647,0.4265,0.4706,0.5294,6.088,0.3529,0.0294,0.4412,0.1471,0.3765,0.4118,61.9,7.93,5.553,5.553,2.069,6.228,20.392,28.856,30.684,8.539,1.603,0.5588,0.1471,30,38,0,1.273,9.751,7.93,0.8667,0.1053,0.4412,2.164,False,low_dan,2.364,2.364,False,False,,,,,,
2026-06-09_000314_野狐高段4D_vs_全面防御_1780934594030024118.sgf,fox_dan,B,野狐高段4D,4段,4段,4,mid_dan,4,mid_dan,False,,4,mid_dan,4,mid_dan,4,12,5d-fox,5.0,mid_dan,1.629,1.652,0.023,5.608,0.29,False,False,False,0.372,0.372,0.0,,1-2d,1.5,low_dan,-2.5,90,48,67.015,0.3667,0.4778,0.6,0.4,4.9,0.4,0.0889,0.6,0.3,0.525,0.1,42.5,2.452,1.515,1.515,0.71,2.405,3.675,4.639,14.385,2.399,2.373,0.4,0.0222,30,50,10,1.225,2.981,1.415,0.8333,0.48,0.5,0.488,False,mid_dan,0.378,0.378,False,False,,,,,,
2026-06-09_000314_野狐高段4D_vs_全面防御_1780934594030024118.sgf,fox_dan,W,全面防御,5段,5段,5,mid_dan,5,mid_dan,False,,5,mid_dan,4,mid_dan,3,12,4d-fox,4.0,mid_dan,2.17,2.215,0.045,7.196,0.302,False,False,False,0.495,0.479,0.016,,1-2d,1.5,low_dan,-3.5,90,48,66.641,0.3444,0.4667,0.5222,0.4778,5.5,0.4111,0.0889,0.6444,0.2778,0.5372,0.0778,37.7,2.168,1.385,1.385,0.599,1.837,3.647,4.6,13.447,2.388,2.692,0.3556,0.0222,30,50,10,2.425,2.234,1.459,0.6,0.68,0.6,0.759,False,mid_dan,0.499,0.499,False,False,,,,,,
